year,host_city,host_country,country_code,country_name,sport,event,athlete_name,medal
1972,Munich,FRG,JPN,Japan,Athletics,Athletics event,Wei Kovac,Gold
1996,Atlanta,USA,ITA,Italy,Basketball,Basketball team event,Liu Andersson,bronze
1964,Tokyo,JPN,USA,United States,Volleyball,Volleyball team event,Kenji Andersson,gold
2012,London,GBR,KEN,Kenya,Judo,Judo event,Carlos Ahmed,Silver
1988,Seoul,KOR,ITA,Italy,Relays,Relays team event,Diego Park,Silver
2012,London,GBR,AUS,Australia,WaterPolo,WaterPolo team event,Wei Nielsen,Silver
1988,Seoul,KOR,JPN,Japan,Basketball,Basketball team event,Ivan Wang,Gold
1964,Tokyo,JPN,USA,United States,Hockey,Hockey team event,Ana Kovac,Gold
1992,Barcelona,ESP,CHN,China,Athletics,Athletics event,Sofia Zhang,Gold
1976,Montreal,CAN,HUN,Hungary,Rowing,Rowing team event,Diego Petrov,Bronze
1984,Los Angeles,USA,AUS,Australia,Cycling,Cycling event,Wei Novak,Gold
1968,Mexico City,MEX,USA,United States,Gymnastics,Gymnastics event,Liu Muller,Bronze
2008,Beijing,CHN,CHN,China,Swimming,Swimming event,Omar Petrov,Silver
2012,London,GBR,RUS,Russia,Fencing,Fencing event,Omar Costa,3rd
1972,Munich,FRG,NED,Netherlands,Football,Football team event,Ivan Ahmed,Silver
1976,Montreal,CAN,USA,United States,Hockey,Hockey team event,Yuki Petrov,Gold
1960,Rome,ITA,CUB,Cuba,Football,Football team event,Ana Kim,Gold
1996,Atlanta,USA,BRA,Brazil,Basketball,Basketball team event,Kenji Ahmed,Gold
1960,Rome,ITA,YUG,Yugoslavia,Basketball,Basketball team event,Omar Okafor,Bronze
2008,Beijing,CHN,GBR,Great Britain,Hockey,Hockey team event,Liu Petrov,Silver
1980,Moscow,URS,JAM,Jamaica,Athletics,Athletics event,John Silva,Silver
1992,Barcelona,ESP,GER,Germany,Relays,Relays team event,Sven Zhang,Gold
2008,Beijing,CHN,GBR,Great Britain,Gymnastics,Gymnastics event,Omar Silva,Gold
1968,Mexico City,MEX,BRA,Brazil,Basketball,Basketball team event,Nadia Muller,Gold
1972,Munich,FRG,CAN,Canada,Basketball,Basketball team event,Nadia Smith,Bronze
1968,Mexico City,MEX,GDR,East Germany,Swimming,Swimming event,Liu Costa,Gold
1980,Moscow,URS,BRA,Brazil,Volleyball,Volleyball team event,John Costa,Bronze
1960,Rome,ITA,ITA,Italy,Relays,Relays team event,Lars Nielsen,Silver
1976,Montreal,CAN,YUG,Yugoslavia,Swimming,Swimming event,Carlos Andersson,Bronze
1976,Montreal,CAN,JPN,Japan,Wrestling,Wrestling event,Anna Petrov,Gold
1996,Atlanta,USA,KEN,Kenya,Athletics,Athletics event,Sven Muller,Silver
2000,Sydney,AUS,GER,Germany,Rowing,Rowing team event,Anna Andersson,Gold
2008,Beijing,CHN,SRB,Serbia,Swimming,Swimming event,Alex Lopez,Gold
2008,Beijing,CHN,GRC,Greece,Weightlifting,Weightlifting event,Yuki Lopez,Gold
1992,Barcelona,ESP,GER,Germany,Gymnastics,Gymnastics event,Marco Silva,Silver
1968,Mexico City,MEX,GBR,Great Britain,Swimming,Swimming event,John Novak,Gold
2000,Sydney,AUS,CHN,China,Volleyball,Volleyball team event,Kenji Wang,Gold
2012,London,GBR,USA,United States,Basketball,Basketball team event,Diego Silva,Silver
1984,Los Angeles,USA,NED,Netherlands,Weightlifting,Weightlifting event,Omar Ahmed,Bronze
2012,London,GBR,JPN,Japan,Boxing,Boxing event,Yuki Muller,Silver
2008,Beijing,CHN,CRO,Croatia,Rowing,Rowing team event,Marco Costa,Bronze
2016,Rio,BRA,CHN,China,Handball,Handball team event,John Wang,Bronze
2004,Athens,GRC,ITA,Italy,Football,Football team event,Marco Ahmed,Bronze
1992,Barcelona,ESP,USA,United States,Relays,Relays team event,Omar Tanaka,Gold
1992,Barcelona,ESP,CUB,Cuba,Wrestling,Wrestling event,Alex Kovac,Silver
1960,Rome,ITA,GDR,East Germany,Gymnastics,Gymnastics event,Ivan Andersson,Silver
2000,Sydney,AUS,JAM,Jamaica,Hockey,Hockey team event,Liu Tanaka,Bronze
2016,Rio,BRA,JPN,Japan,Volleyball,Volleyball team event,Pavel Muller,Silver
1960,Rome,ITA,BRA,Brazil,Relays,Relays team event,Sofia Novak,Bronze
1996,Atlanta,USA,CHN,China,Relays,Relays team event,Sven Silva,Silver
1960,Rome,ITA,MEX,Mexico,Relays,Relays team event,Carlos Kovac,Gold
1992,Barcelona,ESP,GER,Germany,Basketball,Basketball team event,Liu Nielsen,Gold
2008,Beijing,CHN,GBR,Great Britain,Hockey,Hockey team event,Omar Zhang,Silver
1996,Atlanta,USA,RUS,Russia,Rowing,Rowing team event,Sofia Costa,Gold
1972,Munich,FRG,KEN,Kenya,Football,Football team event,Sofia Nielsen,Bronze
1976,Montreal,CAN,GDR,East Germany,Handball,Handball team event,Ana Costa,Silver
1984,Los Angeles,USA,FRG,West Germany,Rowing,Rowing team event,Sofia Novak,Gold
1968,Mexico City,MEX,USA,United States,Hockey,Hockey team event,Nadia Lopez,Silver
1976,Montreal,CAN,CHN,China,Boxing,Boxing event,Nadia Kim,Silver
2008,Beijing,CHN,CHN,China,Volleyball,Volleyball team event,Omar Okafor,Silver
1996,Atlanta,USA,GBR,Great Britain,Athletics,Athletics event,Diego Novak,Silver
2000,Sydney,AUS,FRA,France,Rowing,Rowing team event,Anna Rossi,Gold
1996,Atlanta,USA,RUS,Russia,Relays,Relays team event,Nadia Lopez,Silver
1996,Atlanta,USA,USA,United States,Basketball,Basketball team event,Nadia Lopez,Gold
1972,Munich,FRG,HUN,Hungary,Weightlifting,Weightlifting event,Ana Wang,Bronze
2004,Athens,GRC,AUS,Australia,Shooting,Shooting event,Anna Kim,Silver
1996,Atlanta,USA,HUN,Hungary,Cycling,Cycling event,Ana Park,Gold
2000,Sydney,AUS,ESP,Spain,Rowing,Rowing team event,Kenji Zhang,Gold
2016,Rio,BRA,GER,Germany,Football,Football team event,Liu Smith,Silver
1980,Moscow,URS,URS,Soviet Union,Handball,Handball team event,Anna Costa,Bronze
1972,Munich,FRG,USA,United States,Hockey,Hockey team event,Sven Costa,Gold
2008,Beijing,CHN,CHN,China,Boxing,Boxing event,Diego Ahmed,Bronze
2016,Rio,BRA,RUS,Russia,Basketball,Basketball team event,Nadia Smith,Gold
2012,London,GBR,BRA,Brazil,Hockey,Hockey team event,Sofia Tanaka,Silver
2004,Athens,GRC,GER,Germany,Hockey,Hockey team event,Nadia Okafor,Bronze
2016,Rio,BRA,CAN,Canada,Hockey,Hockey team event,Maria Park,Silver
2016,Rio,BRA,BRA,Brazil,Basketball,Basketball team event,Kenji Tanaka,Bronze
1976,Montreal,CAN,CAN,Canada,Gymnastics,Gymnastics event,Wei Park,Bronze
1984,Los Angeles,USA,GRC,Greece,Handball,Handball team event,Elena Okafor,Bronze
1972,Munich,FRG,FRA,France,Volleyball,Volleyball team event,Maria Petrov,Bronze
2012,London,GBR,CHN,China,Swimming,Swimming event,John Tanaka,Bronze
2012,London,GBR,CRO,Croatia,Shooting,Shooting event,Liu Kim,Gold
1984,Los Angeles,USA,USA,United States,Relays,Relays team event,Omar Muller,Silver
2016,Rio,BRA,HUN,Hungary,Hockey,Hockey team event,Yuki Petrov,Gold
2016,Rio,BRA,USA,United States,Gymnastics,Gymnastics event,Sofia Park,Bronze
2000,Sydney,AUS,KOR,South Korea,Wrestling,Wrestling event,Yuki Silva,Silver
2012,London,GBR,SVK,Slovakia,Fencing,Fencing event,Kenji Wang,Silver
1976,Montreal,CAN,HUN,Hungary,Athletics,Athletics event,Maria Ahmed,Bronze
1988,Seoul,KOR,JPN,Japan,Handball,Handball team event,Sven Ahmed,Silver
1968,Mexico City,MEX,CAN,Canada,Judo,Judo event,Marco Kim,Gold
1968,Mexico City,MEX,TCH,Czechoslovakia,Hockey,Hockey team event,Lars Okafor,Bronze
1980,Moscow,URS,URS,Soviet Union,Volleyball,Volleyball team event,Wei Rossi,Silver
1960,Rome,ITA,URS,Soviet Union,Boxing,Boxing event,Nadia Zhang,Gold
1976,Montreal,CAN,URS,Soviet Union,Volleyball,Volleyball team event,Lars Smith,Silver
1996,Atlanta,USA,FRA,France,Wrestling,Wrestling event,Kenji Kim,Gold
2000,Sydney,AUS,BRA,Brazil,Cycling,Cycling event,Nadia Nielsen,Gold
1996,Atlanta,USA,CHN,China,Judo,Judo event,Anna Okafor,Bronze
1988,Seoul,KOR,CUB,Cuba,Hockey,Hockey team event,Sofia Lopez,Bronze
2016,Rio,BRA,USA,United States,Judo,Judo event,Kenji Smith,Silver
1960,Rome,ITA,HUN,Hungary,Handball,Handball team event,Elena Kim,Gold
1960,Rome,ITA,ITA,Italy,Basketball,Basketball team event,Maria Silva,Gold
1972,Munich,FRG,HUN,Hungary,Handball,Handball team event,Sofia Nielsen,G
1976,Montreal,CAN,FRA,France,Hockey,Hockey team event,Sven Kim,Silver
1996,Atlanta,USA,CAN,Canada,Football,Football team event,Ivan Smith,Bronze
1976,Montreal,CAN,AUS,Australia,Hockey,Hockey team event,John Silva,Silver
1960,Rome,ITA,HUN,Hungary,Hockey,Hockey team event,Liu Smith,Bronze
2016,Rio,BRA,KEN,Kenya,Basketball,Basketball team event,Carlos Park,Gold
1968,Mexico City,MEX,URS,Soviet Union,Judo,Judo event,Ivan Andersson,Bronze
2000,Sydney,AUS,KOR,South Korea,Basketball,Basketball team event,Sven Smith,Silver
1996,Atlanta,USA,NED,Netherlands,Volleyball,Volleyball team event,John Rossi,Bronze
1992,Barcelona,ESP,YUG,Yugoslavia,Fencing,Fencing event,Alex Costa,Silver
1964,Tokyo,JPN,URS,Soviet Union,Fencing,Fencing event,Omar Silva,Silver
2004,Athens,GRC,USA,United States,Football,Football team event,Omar Smith,Bronze
1964,Tokyo,JPN,USA,United States,Rowing,Rowing team event,Alex Okafor,Gold
1984,Los Angeles,USA,USA,United States,Wrestling,Wrestling event,Elena Muller,Silver
1988,Seoul,KOR,URS,Soviet Union,Swimming,Swimming event,Pavel Petrov,Silver
1964,Tokyo,JPN,HUN,Hungary,Wrestling,Wrestling event,John Andersson,Silver
2012,London,GBR,NOR,Norway,Swimming,Swimming event,Carlos Wang,Silver
1980,Moscow,URS,URS,Soviet Union,Basketball,Basketball team event,Diego Okafor,Gold
1976,Montreal,CAN,GDR,East Germany,Weightlifting,Weightlifting event,Omar Nielsen,Gold
2000,Sydney,AUS,CAN,Canada,Football,Football team event,Pavel Rossi,Silver
2012,London,GBR,BRA,Brazil,Basketball,Basketball team event,Yuki Nielsen,Gold
1976,Montreal,CAN,FRA,France,Volleyball,Volleyball team event,Nadia Rossi,Silver
2012,London,GBR,GBR,Great Britain,Hockey,Hockey team event,Liu Petrov,Bronze
2000,Sydney,AUS,AUS,Australia,Basketball,Basketball team event,Marco Smith,Bronze
2012,London,GBR,CHN,China,Handball,Handball team event,Yuki Ahmed,Bronze
1984,Los Angeles,USA,FRG,West Germany,Athletics,Athletics event,Marco Smith,Bronze
2016,Rio,BRA,USA,United States,WaterPolo,WaterPolo team event,Kenji Smith,Gold
1992,Barcelona,ESP,RUS,Russia,Weightlifting,Weightlifting event,Ivan Zhang,Silver
1976,Montreal,CAN,NED,Netherlands,Wrestling,Wrestling event,Marco Zhang,Silver
2008,Beijing,CHN,JPN,Japan,Gymnastics,Gymnastics event,Ivan Muller,Silver
1964,Tokyo,JPN,USA,United States,Athletics,Athletics event,Sofia Andersson,Silver
1992,Barcelona,ESP,BRA,Brazil,Volleyball,Volleyball team event,Carlos Petrov,Gold
2000,Sydney,AUS,BRA,Brazil,Relays,Relays team event,Carlos Silva,Bronze
2000,Sydney,AUS,GER,Germany,Hockey,Hockey team event,John Smith,Silver
1968,Mexico City,MEX,URS,Soviet Union,Athletics,Athletics event,Kenji Novak,Gold
1964,Tokyo,JPN,HUN,Hungary,Football,Football team event,Marco Kovac,Gold
1964,Tokyo,JPN,URS,Soviet Union,Handball,Handball team event,Nadia Novak,Silver
2000,Sydney,AUS,ESP,Spain,Hockey,Hockey team event,Maria Wang,Gold
1972,Munich,FRG,URS,Soviet Union,Fencing,Fencing event,Omar Nielsen,Silver
2012,London,GBR,FRA,France,Volleyball,Volleyball team event,Sven Ahmed,Silver
1972,Munich,FRG,TCH,Czechoslovakia,Relays,Relays team event,Nadia Smith,Bronze
1980,Moscow,URS,CUB,Cuba,Rowing,Rowing team event,Maria Lopez,Silver
2016,Rio,BRA,ESP,Spain,Hockey,Hockey team event,Anna Silva,Bronze
1992,Barcelona,ESP,USA,United States,Hockey,Hockey team event,Maria Zhang,Gold
1972,Munich,FRG,BRA,Brazil,WaterPolo,WaterPolo team event,Ana Petrov,Silver
1996,Atlanta,USA,USA,United States,Rowing,Rowing team event,Elena Muller,Silver
2008,Beijing,CHN,JAM,Jamaica,Basketball,Basketball team event,Elena Andersson,Silver
1996,Atlanta,USA,USA,United States,Athletics,Athletics event,Lars Muller,Silver
2004,Athens,GRC,USA,United States,Football,Football team event,Kenji Nielsen,Gold
1992,Barcelona,ESP,RUS,Russia,Shooting,Shooting event,Alex Costa,Silver
1972,Munich,FRG,TCH,Czechoslovakia,Handball,Handball team event,Sofia Rossi,Bronze
1992,Barcelona,ESP,ESP,Spain,Rowing,Rowing team event,Omar Smith,Silver
1968,Mexico City,MEX,CHN,China,Gymnastics,Gymnastics event,Yuki Smith,Silver
2004,Athens,GRC,KOR,South Korea,Basketball,Basketball team event,Elena Andersson,Silver
2016,Rio,BRA,GBR,Great Britain,Athletics,Athletics event,Sven Wang,Bronze
1988,Seoul,KOR,CUB,Cuba,Hockey,Hockey team event,Anna Kim,Bronze
1996,Atlanta,USA,JPN,Japan,Wrestling,Wrestling event,Wei Smith,Bronze
1972,Munich,FRG,USA,United States,Rowing,Rowing team event,Kenji Silva,Gold
1996,Atlanta,USA,FRA,France,Rowing,Rowing team event,Ana Lopez,Bronze
2012,London,GBR,FRA,France,Rowing,Rowing team event,Pavel Lopez,Gold
2008,Beijing,CHN,AUS,Australia,Athletics,Athletics event,Yuki Petrov,Gold
2016,Rio,BRA,KOR,South Korea,Shooting,Shooting event,Anna Zhang,Bronze
2016,Rio,BRA,KEN,Kenya,Relays,Relays team event,Anna Smith,bronze
1992,Barcelona,ESP,NED,Netherlands,Athletics,Athletics event,Anna Ahmed,Silver
1972,Munich,FRG,ITA,Italy,Athletics,Athletics event,Wei Smith,Bronze
1976,Montreal,CAN,YUG,Yugoslavia,Gymnastics,Gymnastics event,Lars Tanaka,Gold
1980,Moscow,URS,URS,Soviet Union,Volleyball,Volleyball team event,Omar Zhang,Silver
2016,Rio,BRA,GBR,Great Britain,WaterPolo,WaterPolo team event,Elena Smith,Bronze
1972,Munich,FRG,URS,Soviet Union,Basketball,Basketball team event,Yuki Nielsen,Silver
1964,Tokyo,JPN,CHN,China,Relays,Relays team event,Sofia Kim,Gold
2012,London,GBR,MEX,Mexico,Football,Football team event,Lars Zhang,Silver
1972,Munich,FRG,JPN,Japan,Fencing,Fencing event,Sven Zhang,Gold
2004,Athens,GRC,USA,United States,Athletics,Athletics event,Carlos Wang,Gold
1996,Atlanta,USA,NED,Netherlands,Handball,Handball team event,Yuki Smith,Silver
1976,Montreal,CAN,TCH,Czechoslovakia,Handball,Handball team event,Elena Novak,Gold
1976,Montreal,CAN,AUS,Australia,Rowing,Rowing team event,Sofia Tanaka,Bronze
2000,Sydney,AUS,RUS,Russia,Athletics,Athletics event,John Lopez,Bronze
1976,Montreal,CAN,JPN,Japan,Cycling,Cycling event,Wei Lopez,Silver
2016,Rio,BRA,BRA,Brazil,Handball,Handball team event,Sven Tanaka,Silver
1992,Barcelona,ESP,TCH,Czechoslovakia,Basketball,Basketball team event,Sofia Ahmed,Gold
1992,Barcelona,ESP,GBR,Great Britain,Handball,Handball team event,Diego Tanaka,Silver
1972,Munich,FRG,KOR,South Korea,Volleyball,Volleyball team event,Wei Kovac,Gold
2012,London,GBR,USA,United States,Tennis,Tennis event,Omar Kovac,Gold
1976,Montreal,CAN,AUS,Australia,Football,Football team event,Sofia Zhang,Gold
2016,Rio,BRA,BRA,Brazil,Handball,Handball team event,Ivan Tanaka,Silver
2012,London,GBR,JPN,Japan,WaterPolo,WaterPolo team event,Nadia Petrov,Gold
1976,Montreal,CAN,HUN,Hungary,Football,Football team event,Marco Tanaka,Bronze
1996,Atlanta,USA,CHN,China,Rowing,Rowing team event,Sofia Zhang,Bronze
1984,Los Angeles,USA,USA,United States,WaterPolo,WaterPolo team event,Anna Petrov,2nd
1992,Barcelona,ESP,USA,United States,Shooting,Shooting event,Diego Costa,Silver
1960,Rome,ITA,URS,Soviet Union,Athletics,Athletics event,Liu Muller,Gold
2004,Athens,GRC,HUN,Hungary,Rowing,Rowing team event,Wei Muller,Bronze
2008,Beijing,CHN,GER,Germany,Diving,Diving event,Elena Nielsen,Gold
2008,Beijing,CHN,CHN,China,Wrestling,Wrestling event,Omar Smith,Bronze
1968,Mexico City,MEX,URS,Soviet Union,Athletics,Athletics event,Wei Park,Bronze
1968,Mexico City,MEX,NED,Netherlands,WaterPolo,WaterPolo team event,Sven Kovac,Silver
1980,Moscow,URS,URS,Soviet Union,Athletics,Athletics event,Ivan Okafor,Bronze
2012,London,GBR,GER,Germany,Hockey,Hockey team event,Wei Park,Gold
1984,Los Angeles,USA,ITA,Italy,Football,Football team event,Carlos Kim,Gold
1988,Seoul,KOR,KOR,South Korea,Rowing,Rowing team event,Ivan Petrov,Bronze
2012,London,GBR,CHN,China,Gymnastics,Gymnastics event,John Kim,Gold
2012,London,GBR,GER,Germany,Swimming,Swimming event,Carlos Costa,Bronze
1976,Montreal,CAN,FRA,France,Rowing,Rowing team event,Omar Andersson,Bronze
1976,Montreal,CAN,URS,Soviet Union,Relays,Relays team event,Ana Muller,Gold
2004,Athens,GRC,AUS,Australia,Relays,Relays team event,Ana Okafor,Silver
2016,Rio,BRA,AUS,Australia,Boxing,Boxing event,Sofia Kovac,Gold
2012,London,GBR,BRA,Brazil,Basketball,Basketball team event,Elena Kovac,Gold
1988,Seoul,KOR,CHN,China,Volleyball,Volleyball team event,Pavel Novak,Bronze
1964,Tokyo,JPN,YUG,Yugoslavia,Volleyball,Volleyball team event,Lars Novak,Gold
1984,Los Angeles,USA,USA,United States,Football,Football team event,Pavel Nielsen,Silver
1980,Moscow,URS,URS,Soviet Union,Basketball,Basketball team event,Pavel Costa,1st
2016,Rio,BRA,CHN,China,Handball,Handball team event,Sven Nielsen,Bronze
2012,London,GBR,NED,Netherlands,Football,Football team event,Lars Lopez,Silver
2004,Athens,GRC,USA,United States,Handball,Handball team event,Elena Lopez,Silver
1964,Tokyo,JPN,JPN,Japan,Basketball,Basketball team event,Ana Zhang,Silver
2000,Sydney,AUS,NED,Netherlands,Handball,Handball team event,Anna Nielsen,Silver
1984,Los Angeles,USA,CAN,Canada,Football,Football team event,Elena Smith,G
2000,Sydney,AUS,USA,United States,Hockey,Hockey team event,Lars Costa,Bronze
1984,Los Angeles,USA,GBR,Great Britain,Wrestling,Wrestling event,Sven Nielsen,Bronze
1984,Los Angeles,USA,GBR,Great Britain,Athletics,Athletics event,Omar Silva,Gold
1996,Atlanta,USA,GRC,Greece,Football,Football team event,Ivan Kim,Gold
2016,Rio,BRA,AUS,Australia,Rowing,Rowing team event,Yuki Kim,Gold
2008,Beijing,CHN,RUS,Russia,Gymnastics,Gymnastics event,Wei Silva,Silver
1968,Mexico City,MEX,URS,Soviet Union,Football,Football team event,Alex Andersson,Silver
1976,Montreal,CAN,CHN,China,Volleyball,Volleyball team event,Elena Kovac,Gold
2000,Sydney,AUS,USA,United States,Swimming,Swimming event,Liu Zhang,Silver
1988,Seoul,KOR,BRA,Brazil,Handball,Handball team event,Alex Costa,Silver
2000,Sydney,AUS,JPN,Japan,Swimming,Swimming event,Sofia Ahmed,Gold
1968,Mexico City,MEX,GDR,East Germany,Cycling,Cycling event,Nadia Park,Bronze
2012,London,GBR,FRA,France,Boxing,Boxing event,Carlos Kim,Gold
1992,Barcelona,ESP,BRA,Brazil,Rowing,Rowing team event,Elena Ahmed,Gold
1964,Tokyo,JPN,NED,Netherlands,Relays,Relays team event,Diego Novak,Gold
1972,Munich,FRG,TCH,Czechoslovakia,Handball,Handball team event,Sofia Okafor,Bronze
2012,London,GBR,KOR,South Korea,WaterPolo,WaterPolo team event,Ivan Petrov,Gold
2008,Beijing,CHN,CAN,Canada,Football,Football team event,Maria Ahmed,Silver
2000,Sydney,AUS,ITA,Italy,Boxing,Boxing event,Wei Lopez,Gold
2012,London,GBR,GBR,Great Britain,Handball,Handball team event,Elena Kim,Silver
2016,Rio,BRA,ESP,Spain,Hockey,Hockey team event,Maria Novak,Bronze
1980,Moscow,URS,TCH,Czechoslovakia,Volleyball,Volleyball team event,Anna Ahmed,Silver
2004,Athens,GRC,CHN,China,Handball,Handball team event,Nadia Tanaka,Gold
1988,Seoul,KOR,CHN,China,Swimming,Swimming event,Sven Ahmed,Gold
1992,Barcelona,ESP,JPN,Japan,Athletics,Athletics event,Maria Smith,Bronze
2004,Athens,GRC,KOR,South Korea,Basketball,Basketball team event,Sofia Novak,Silver
1980,Moscow,URS,HUN,Hungary,Hockey,Hockey team event,Marco Ahmed,1st
2008,Beijing,CHN,GER,Germany,Handball,Handball team event,Sofia Silva,Gold
1968,Mexico City,MEX,NOR,Norway,Football,Football team event,Lars Costa,Bronze
2004,Athens,GRC,USA,United States,Football,Football team event,Maria Novak,Gold
1972,Munich,FRG,GDR,East Germany,WaterPolo,WaterPolo team event,Diego Wang,Bronze
2008,Beijing,CHN,CHN,China,Swimming,Swimming event,Ivan Park,Silver
1972,Munich,FRG,GBR,Great Britain,Rowing,Rowing team event,Marco Muller,Silver
1996,Atlanta,USA,RUS,Russia,Gymnastics,Gymnastics event,Kenji Ahmed,Bronze
1980,Moscow,URS,HUN,Hungary,Relays,Relays team event,Elena Novak,Bronze
1964,Tokyo,JPN,USA,United States,Football,Football team event,Kenji Silva,Silver
2000,Sydney,AUS,GER,Germany,Shooting,Shooting event,Ivan Ahmed,Gold
2016,Rio,BRA,FRA,France,Fencing,Fencing event,Yuki Rossi,Gold
1980,Moscow,URS,URS,Soviet Union,Volleyball,Volleyball team event,Elena Okafor,Silver
2000,Sydney,AUS,GER,Germany,Athletics,Athletics event,Carlos Ahmed,Gold
2012,London,GBR,RUS,Russia,Hockey,Hockey team event,Yuki Lopez,Bronze
2000,Sydney,AUS,ITA,Italy,Football,Football team event,Yuki Wang,Bronze
1980,Moscow,URS,URS,Soviet Union,Hockey,Hockey team event,Ana Muller,Gold
1976,Montreal,CAN,GBR,Great Britain,Relays,Relays team event,Alex Kim,Silver
2012,London,GBR,USA,United States,Shooting,Shooting event,Nadia Andersson,Silver
2016,Rio,BRA,USA,United States,WaterPolo,WaterPolo team event,John Novak,Bronze
1988,Seoul,KOR,ITA,Italy,Athletics,Athletics event,Omar Ahmed,Bronze
1980,Moscow,URS,URS,Soviet Union,Wrestling,Wrestling event,Marco Okafor,Silver
1988,Seoul,KOR,HUN,Hungary,Basketball,Basketball team event,Kenji Silva,GOLD 
1960,Rome,ITA,CUB,Cuba,Athletics,Athletics event,Elena Petrov,Silver
1976,Montreal,CAN,GDR,East Germany,Rowing,Rowing team event,Sven Kovac,Gold
1996,Atlanta,USA,USA,United States,Hockey,Hockey team event,Maria Park,Silver
1972,Munich,FRG,KOR,South Korea,Football,Football team event,Sofia Petrov,Gold
1980,Moscow,URS,URS,Soviet Union,Boxing,Boxing event,Carlos Andersson,Gold
1984,Los Angeles,USA,AUS,Australia,Wrestling,Wrestling event,Kenji Zhang,Silver
2004,Athens,GRC,GBR,Great Britain,Judo,Judo event,Nadia Kovac,Gold
1980,Moscow,URS,URS,Soviet Union,Handball,Handball team event,Pavel Andersson,Bronze
2000,Sydney,AUS,CZE,Czech Republic,WaterPolo,WaterPolo team event,Yuki Novak,Silver
1988,Seoul,KOR,HUN,Hungary,Hockey,Hockey team event,Ana Nielsen,Bronze
1988,Seoul,KOR,CHN,China,Shooting,Shooting event,Diego Kim,Bronze
1988,Seoul,KOR,URS,Soviet Union,Wrestling,Wrestling event,Omar Okafor,Bronze
1976,Montreal,CAN,FRG,West Germany,Basketball,Basketball team event,Kenji Petrov,Bronze
2004,Athens,GRC,CHN,China,Athletics,Athletics event,Carlos Kim,Bronze
